"Id","Thresh1","Thresh2","ThreshRatio"
"v-1",13.3099999999999,6.69000000000007,0.687901758266868
"v-2",13.3299999999999,6.67000000000008,0.692397274263068
"v-3",5.68000000000009,14.3199999999999,-0.924705928799417
"v-4",11.1,8.90000000000002,0.22089383158019
"v-5",7.60000000000005,12.4,-0.489548225318696
"v-6",8.05000000000004,11.95,-0.395059186947039
"v-7",6.63000000000007,13.3699999999999,-0.701408586916065
"v-8",9.09000000000002,10.91,-0.182504891655588
"v-9",6.79000000000007,13.2099999999999,-0.665523176963614
"v-10",12.9099999999999,7.09000000000006,0.599316864314502
"v-11",9.8,10.2,-0.0400053346136983
"v-12",10.91,9.09000000000002,0.182504891655588
"v-13",7.05000000000006,12.9499999999999,-0.608068171321357
"v-14",7.60000000000005,12.3999999999999,-0.489548225318695
"v-15",7.22000000000006,12.7799999999999,-0.571026496044641
"v-16",10.67,9.33000000000001,0.134201050454407
"v-17",14.0299999999999,5.97000000000008,0.854450966709839
"v-18",11.03,8.97000000000002,0.206733157194702
"v-19",7.00000000000007,12.9999999999999,-0.619039208406209
"v-20",9.30000000000001,10.7,-0.140229341308647
"v-21",8.79000000000002,11.21,-0.243191525386978
"v-22",7.12000000000006,12.8799999999999,-0.592767995252311
"v-23",12.7599999999999,7.24000000000007,0.566694071519005
"v-24",12.06,7.94000000000004,0.417980916039986
"v-25",12.4599999999999,7.54000000000004,0.502301331339432
"v-26",13.2599999999999,6.74000000000006,0.676692059833486
"v-27",6.34000000000007,13.6599999999999,-0.767593085693493
"v-28",9.47000000000001,10.53,-0.106099418947895
"v-29",6.89000000000006,13.1099999999999,-0.643304212750028
"v-30",8.93000000000002,11.07,-0.214822351832134
"v-31",6.30000000000008,13.6999999999999,-0.776846199436573
"v-32",6.90000000000006,13.0999999999999,-0.641090818603879
"v-33",13.3499999999999,6.65000000000007,0.69689953017848
"v-34",7.30000000000005,12.6999999999999,-0.553727645310189
"v-35",5.60000000000008,14.3999999999999,-0.94446160884083
"v-36",10.63,9.37000000000001,0.126167096103523
"v-37",9.59000000000001,10.41,-0.0820459937315289
"v-38",13.1199999999999,6.88000000000006,0.645519131570677
"v-39",14.2199999999999,5.78000000000009,0.900245741690787
"v-40",9.97,10.03,-0.00600001800009703
"v-41",5.56000000000008,14.4399999999999,-0.954404025202169
"v-42",6.99000000000006,13.0099999999999,-0.621237736278682
"v-43",13.5799999999999,6.42000000000007,0.749180004428664
"v-44",6.92000000000005,13.0799999999999,-0.636668576399461
"v-45",12.9999999999999,7.00000000000005,0.619039208406212
"v-46",11.96,8.04000000000005,0.397138665331602
"v-47",8.40000000000004,11.6,-0.322773392263044
"v-48",12.5899999999999,7.41000000000005,0.530072408748249
"v-49",8.87000000000002,11.13,-0.22696936896596
"v-50",6.47000000000008,13.5299999999999,-0.737733333669869
"v-51",12.6199999999999,7.38000000000005,0.536509218500674
"v-52",9.70000000000001,10.3,-0.0600180097262516
"v-53",11.17,8.83000000000002,0.235076598465236
"v-54",13.5599999999999,6.44000000000008,0.74459574239597
"v-55",5.17000000000009,14.8299999999999,-1.05377946762948
"v-56",13.3699999999999,6.63000000000007,0.701408586916065
"v-57",12.7299999999999,7.27000000000007,0.560205121023873
"v-58",12.6099999999999,7.39000000000005,0.534362415016706
"v-59",3.89000000000011,16.1099999999999,-1.42103103955849
"v-60",5.31000000000008,14.6899999999999,-1.01757515493192
"v-61",10.55,9.45000000000001,0.110111118416422
"v-62",6.25000000000007,13.7499999999999,-0.788457360364253
"v-63",15.4199999999999,4.5800000000001,1.21396637000906
"v-64",8.13000000000004,11.87,-0.378453285061849
"v-65",6.82000000000007,13.1799999999999,-0.658841057218974
"v-66",13.9099999999999,6.09000000000008,0.825959924213527
"v-67",13.4899999999999,6.51000000000007,0.728609213999171
"v-68",12.6299999999999,7.37000000000007,0.53865723016114
"v-69",14.0299999999999,5.97000000000008,0.85445096670984
"v-70",14.9099999999999,5.09000000000011,1.07475429821419
"v-71",11.52,8.48000000000003,0.306374205463927
"v-72",6.25000000000007,13.7499999999999,-0.788457360364253
"v-73",8.53000000000003,11.47,-0.296145569637686
"v-74",11.16,8.84000000000002,0.233049080303608
"v-75",13.5799999999999,6.42000000000006,0.749180004428666
"v-76",9.50000000000001,10.5,-0.100083458556981
"v-77",7.67000000000005,12.33,-0.474718701797078
"v-78",9.46000000000001,10.54,-0.108105160049427
"v-79",12.9299999999999,7.07000000000007,0.60368971287527
"v-80",9.84,10.16,-0.0320027310861738
"v-81",9.44000000000001,10.56,-0.112117298120703
"v-82",10.36,9.64000000000001,0.0720311282088813
"v-83",7.40000000000006,12.5999999999999,-0.532216813747296
"v-84",12.9199999999999,7.08000000000005,0.601502590648815
"v-85",11.12,8.88000000000002,0.224943731818353
"v-86",7.17000000000006,12.8299999999999,-0.581880524016003
"v-87",14.2199999999999,5.78000000000007,0.900245741690791
"v-88",12.08,7.92000000000004,0.422159986680326
"v-89",12.9199999999999,7.08000000000006,0.601502590648814
"v-90",10.17,9.83,0.0340032759013931
"v-91",10.1,9.9,0.020000666706669
"v-92",13.9899999999999,6.01000000000008,0.844918040130254
"v-93",5.65000000000007,14.3499999999999,-0.932094397047262
"v-94",9.53000000000001,10.47,-0.0940693072163324
"v-95",10.82,9.18000000000002,0.164369068785933
"v-96",9.68,10.32,-0.0640218587649307
"v-97",13.4199999999999,6.58000000000006,0.712711386206295
"v-98",14.9799999999999,5.02000000000009,1.09328604438541
"v-99",6.75000000000006,13.2499999999999,-0.674455047547779
"v-100",9.71,10.29,-0.0580162675427238
