"Id","Thresh1","Thresh2","ThreshRatio","ThreshRatioBounded"
"v-1",12.9099999999999,7.09000000000005,0.599316864314503,0.5
"v-2",12.8799999999999,7.12000000000006,0.592767995252309,0.5
"v-3",6.62000000000007,13.3799999999999,-0.70366568475115,-0.5
"v-4",12.3799999999999,7.62000000000005,0.485305897557885,0.485305897557885
"v-5",10.19,9.81000000000001,0.0380045736573601,0.0380045736573601
"v-6",12.02,7.98000000000005,0.409633517645334,0.409633517645334
"v-7",14.3899999999999,5.6100000000001,0.941982801364648,0.5
"v-8",9.64,10.36,-0.0720311282088819,-0.0720311282088819
"v-9",7.30000000000006,12.6999999999999,-0.553727645310188,-0.5
"v-10",10.3,9.70000000000001,0.0600180097262517,0.0600180097262517
"v-11",6.78000000000006,13.2199999999999,-0.667753732471222,-0.5
"v-12",7.79000000000005,12.21,-0.449414428239946,-0.449414428239946
"v-13",6.04000000000007,13.9599999999999,-0.837792085387486,-0.5
"v-14",8.88000000000002,11.12,-0.224943731818353,-0.224943731818353
"v-15",13.1699999999999,6.83000000000007,0.656616842172476,0.5
"v-16",8.59000000000003,11.41,-0.283891427877815,-0.283891427877815
"v-17",12.5499999999999,7.45000000000006,0.521506633186312,0.5
"v-18",7.59000000000006,12.4099999999999,-0.491671007808965,-0.491671007808965
"v-19",7.39000000000006,12.6099999999999,-0.534362415016706,-0.5
"v-20",8.63000000000003,11.37,-0.275733802667102,-0.275733802667102
"v-21",11.43,8.57000000000003,0.287973745197025,0.287973745197025
"v-22",9.94,10.06,-0.0120001440031095,-0.0120001440031095
"v-23",7.70000000000005,12.3,-0.468378933518723,-0.468378933518723
"v-24",9.38000000000001,10.62,-0.124159252795658,-0.124159252795658
"v-25",9.77,10.23,-0.0460081139088428,-0.0460081139088428
"v-26",9.61000000000001,10.39,-0.0780395821289333,-0.0780395821289333
"v-27",11.96,8.04000000000004,0.397138665331602,0.397138665331602
"v-28",11.68,8.32000000000004,0.339215722566956,0.339215722566956
"v-29",11.62,8.38000000000003,0.326879836929766,0.326879836929766
"v-30",6.49000000000009,13.5099999999999,-0.73316762125609,-0.5
"v-31",9.87,10.13,-0.0260014648152016,-0.0260014648152016
"v-32",10.47,9.53000000000001,0.0940693072163323,0.0940693072163323
"v-33",13.5599999999999,6.44000000000007,0.74459574239597,0.5
"v-34",7.84000000000004,12.16,-0.438913042175695,-0.438913042175695
"v-35",9.30000000000001,10.7,-0.140229341308647,-0.140229341308647
"v-36",8.69000000000003,11.31,-0.263514350850722,-0.263514350850722
"v-37",5.81000000000008,14.1899999999999,-0.892956920308111,-0.5
"v-38",11.12,8.88000000000002,0.224943731818353,0.224943731818353
"v-39",12.03,7.97000000000004,0.411719037184455,0.411719037184455
"v-40",12.7399999999999,7.26000000000006,0.5623668213073,0.5
"v-41",10.56,9.44000000000001,0.112117298120704,0.112117298120704
"v-42",8.33000000000003,11.67,-0.337157990119706,-0.337157990119706
"v-43",11.75,8.25000000000003,0.353640040243572,0.353640040243572
"v-44",7.32000000000007,12.6799999999999,-0.549415621035845,-0.5
"v-45",11.55,8.45000000000003,0.312518995598714,0.312518995598714
"v-46",7.68000000000005,12.32,-0.472604410945782,-0.472604410945782
"v-47",13.5799999999999,6.42000000000007,0.749180004428663,0.5
"v-48",10.93,9.07000000000002,0.186539038061398,0.186539038061398
"v-49",9.68000000000001,10.32,-0.0640218587649289,-0.0640218587649289
"v-50",12.6799999999999,7.32000000000005,0.549415621035848,0.5
