"Source","Target","Weight"
"v-1","v-4",0.103
"v-1","v-7",0.1015
"v-1","v-8",0.102
"v-1","v-9",0.1037
"v-1","v-10",0.1065
"v-1","v-15",0.1006
"v-1","v-17",0.1042
"v-1","v-21",0.1004
"v-1","v-22",0.1023
"v-1","v-25",0.1023
"v-1","v-26",0.1004
"v-1","v-28",0.1033
"v-1","v-29",0.1026
"v-1","v-35",0.1034
"v-1","v-36",0.1016
"v-1","v-37",0.1009
"v-1","v-39",0.1006
"v-1","v-41",0.1054
"v-1","v-43",0.1017
"v-1","v-44",0.1008
"v-1","v-46",0.1017
"v-1","v-47",0.1017
"v-1","v-48",0.1036
"v-1","v-49",0.1001
"v-1","v-52",0.1021
"v-1","v-53",0.1017
"v-1","v-57",0.1001
"v-1","v-58",0.1024
"v-1","v-59",0.1032
"v-1","v-60",0.1035
"v-1","v-61",0.1028
"v-1","v-62",0.103
"v-1","v-66",0.1016
"v-1","v-67",0.1004
"v-1","v-68",0.1051
"v-1","v-70",0.1032
"v-2","v-3",0.1006
"v-2","v-4",0.1031
"v-2","v-10",0.1019
"v-2","v-18",0.103
"v-2","v-22",0.101
"v-2","v-28",0.1034
"v-2","v-29",0.1017
"v-2","v-31",0.1023
"v-2","v-32",0.1037
"v-2","v-35",0.1072
"v-2","v-43",0.1015
"v-2","v-45",0.105
"v-2","v-46",0.1026
"v-2","v-47",0.1024
"v-2","v-50",0.1018
"v-2","v-51",0.1026
"v-2","v-53",0.1045
"v-2","v-55",0.1021
"v-2","v-59",0.1
"v-2","v-60",0.1053
"v-2","v-61",0.1011
"v-2","v-66",0.1065
"v-3","v-2",0.1006
"v-3","v-4",0.1027
"v-3","v-5",0.1062
"v-3","v-6",0.1058
"v-3","v-10",0.1069
"v-3","v-14",0.1037
"v-3","v-16",0.1042
"v-3","v-18",0.1035
"v-3","v-21",0.1031
"v-3","v-22",0.1025
"v-3","v-23",0.1025
"v-3","v-26",0.1001
"v-3","v-28",0.1027
"v-3","v-30",0.1003
"v-3","v-33",0.1012
"v-3","v-34",0.1014
"v-3","v-39",0.1043
"v-3","v-40",0.1025
"v-3","v-41",0.1027
"v-3","v-42",0.1015
"v-3","v-44",0.1076
"v-3","v-50",0.1045
"v-3","v-51",0.1038
"v-3","v-55",0.1061
"v-3","v-56",0.1
"v-3","v-57",0.1012
"v-3","v-58",0.1032
"v-3","v-59",0.1039
"v-3","v-60",0.1011
"v-3","v-61",0.1022
"v-3","v-64",0.1022
"v-3","v-65",0.102
"v-3","v-66",0.1046
"v-3","v-68",0.105
"v-3","v-69",0.1003
"v-4","v-1",0.103
"v-4","v-2",0.1031
"v-4","v-3",0.1027
"v-4","v-8",0.1014
"v-4","v-9",0.1013
"v-4","v-11",0.1026
"v-4","v-13",0.1051
"v-4","v-18",0.1013
"v-4","v-20",0.1005
"v-4","v-22",0.1036
"v-4","v-25",0.1064
"v-4","v-26",0.1042
"v-4","v-28",0.1002
"v-4","v-29",0.1013
"v-4","v-31",0.1026
"v-4","v-32",0.1002
"v-4","v-33",0.1057
"v-4","v-34",0.1045
"v-4","v-35",0.102
"v-4","v-37",0.1005
"v-4","v-38",0.101
"v-4","v-44",0.1035
"v-4","v-46",0.1002
"v-4","v-48",0.1019
"v-4","v-52",0.1004
"v-4","v-53",0.1045
"v-4","v-55",0.1039
"v-4","v-56",0.1025
"v-4","v-58",0.1023
"v-4","v-59",0.1016
"v-4","v-63",0.1009
"v-4","v-64",0.1021
"v-4","v-65",0.1006
"v-4","v-68",0.1018
"v-4","v-69",0.1007
"v-4","v-70",0.1032
"v-5","v-3",0.1062
"v-5","v-7",0.1007
"v-5","v-9",0.1016
"v-5","v-11",0.1014
"v-5","v-12",0.1011
"v-5","v-14",0.1015
"v-5","v-15",0.1
"v-5","v-17",0.1007
"v-5","v-18",0.1028
"v-5","v-19",0.1064
"v-5","v-20",0.1016
"v-5","v-22",0.1022
"v-5","v-23",0.1032
"v-5","v-24",0.1024
"v-5","v-25",0.1051
"v-5","v-28",0.1047
"v-5","v-30",0.1026
"v-5","v-32",0.101
"v-5","v-33",0.1039
"v-5","v-38",0.1027
"v-5","v-40",0.1012
"v-5","v-42",0.1001
"v-5","v-44",0.1011
"v-5","v-48",0.1003
"v-5","v-49",0.1006
