"Id","Thresh1","Thresh2","ThreshRatio","ThreshRatioRank","ThreshRatioBounded"
"v-44",14.2911488705356,5.30239983029151,0.430594670442874,69,0.430594670442874
"v-45",9.7251195797592,9.81306321584143,-0.00390964648098047,34,-0.00390964648098047
"v-46",10.5300190220239,10.0600460030398,0.0198291890342164,36,0.0198291890342164
"v-47",11.5088149516001,7.6683927835988,0.176326257346191,49,0.176326257346191
"v-48",13.8225191089118,6.03129359642956,0.360176729059677,68,0.360176729059677
"v-49",9.15201388403671,11.8000176760685,-0.110365987571909,26,-0.110365987571909
"v-5",7.59914614155584,12.543038561817,-0.217637960806231,16,-0.217637960806231
"v-50",10.0259057367383,10.5031467239142,-0.0201958153396755,32,-0.0201958153396755
"v-51",12.5872417808802,7.09684732657875,0.248865111966025,60,0.248865111966025
"v-52",12.8462723949339,6.83745267171084,0.273882793441987,64,0.273882793441987
"v-53",13.3805225676474,7.2642501186697,0.265282285693374,62,0.265282285693374
"v-54",9.41021955192731,11.0277677512947,-0.0688878549673193,29,-0.0688878549673193
"v-55",9.57406970008146,10.5821881387676,-0.0434788936460145,30,-0.0434788936460145
"v-56",9.88481588982136,9.9867322365213,-0.0044548210135521,33,-0.0044548210135521
"v-57",8.28259666598394,11.9061354410549,-0.157604305439361,22,-0.157604305439361
"v-58",12.1439793598153,7.52077662667859,0.208098330453131,54,0.208098330453131
"v-59",6.44182789600268,13.1843255733564,-0.311048801191595,7,-0.311048801191595
"v-6",12.8655538657715,7.26563149519314,0.248155120301724,59,0.248155120301724
"v-60",12.642979304102,8.40851854214781,0.177129940812538,50,0.177129940812538
"v-61",6.59229705618508,13.1878479271776,-0.301137161607965,8,-0.301137161607965
"v-62",7.55409974079907,12.8385969027497,-0.230334848648213,15,-0.230334848648213
"v-63",11.6493512995264,8.59593594956615,0.13200857131412,46,0.13200857131412
"v-64",8.06214665065482,12.0275878960408,-0.173727845636856,21,-0.173727845636856
"v-65",4.72877892138831,13.5052307356092,-0.455752997997448,1,-0.455752997997448
"v-66",12.6281800255774,6.91536203356268,0.261525843247556,61,0.261525843247556
"v-67",11.5215647903758,9.24036501550511,0.0958223392033135,42,0.0958223392033135
"v-68",11.8229105407319,8.77242874326676,0.129604554251728,45,0.129604554251728
"v-69",11.1958616780933,9.71454013696444,0.0616352772709318,41,0.0616352772709318
"v-7",12.9014816544388,6.9999090515775,0.265547191817841,63,0.265547191817841
"v-70",7.90357289853364,12.4868162386685,-0.198628257142833,19,-0.198628257142833
"v-8",9.4974955179408,9.99651218459445,-0.0222394024052498,31,-0.0222394024052498
"v-9",14.105428955598,6.17525417585802,0.358731459851015,67,0.358731459851015
