"Source","Target","Weight"
"v-1","v-2",0.1013
"v-1","v-3",0.1033
"v-1","v-4",0.1071
"v-1","v-5",0.1071
"v-1","v-6",0.1037
"v-1","v-8",0.1002
"v-1","v-12",0.1
"v-1","v-13",0.1015
"v-1","v-14",0.1003
"v-1","v-15",0.1062
"v-1","v-16",0.1011
"v-1","v-17",0.1
"v-1","v-18",0.1058
"v-1","v-19",0.106
"v-1","v-20",0.102
"v-2","v-1",0.1013
"v-2","v-3",0.102
"v-2","v-4",0.1059
"v-2","v-6",0.105
"v-2","v-7",0.1004
"v-2","v-8",0.1016
"v-2","v-9",0.1002
"v-2","v-10",0.1003
"v-2","v-11",0.1034
"v-2","v-13",0.1021
"v-2","v-14",0.1027
"v-2","v-15",0.1017
"v-2","v-16",0.101
"v-2","v-17",0.1002
"v-2","v-18",0.102
"v-2","v-19",0.1036
"v-2","v-20",0.1
"v-3","v-1",0.1033
"v-3","v-2",0.102
"v-3","v-4",0.1
"v-3","v-5",0.1009
"v-3","v-7",0.1003
"v-3","v-9",0.1053
"v-3","v-11",0.1027
"v-3","v-12",0.1007
"v-3","v-16",0.1024
"v-3","v-17",0.1017
"v-3","v-20",0.1037
"v-4","v-1",0.1071
"v-4","v-2",0.1059
"v-4","v-3",0.1
"v-4","v-5",0.1001
"v-4","v-6",0.1017
"v-4","v-8",0.1009
"v-4","v-9",0.1012
"v-4","v-10",0.1018
"v-4","v-11",0.1018
"v-4","v-13",0.1022
"v-4","v-14",0.1057
"v-4","v-16",0.1004
"v-4","v-18",0.1018
"v-4","v-20",0.1015
"v-5","v-1",0.1071
"v-5","v-3",0.1009
"v-5","v-4",0.1001
"v-5","v-6",0.1032
"v-5","v-9",0.1036
"v-5","v-11",0.1
"v-5","v-12",0.1042
"v-5","v-14",0.1001
"v-5","v-16",0.1058
"v-5","v-19",0.107
"v-6","v-1",0.1037
"v-6","v-2",0.105
"v-6","v-4",0.1017
"v-6","v-5",0.1032
"v-6","v-8",0.1071
"v-6","v-9",0.1017
"v-6","v-13",0.1047
"v-6","v-14",0.1011
"v-6","v-15",0.1026
"v-6","v-16",0.1041
"v-6","v-17",0.1035
"v-6","v-18",0.1019
"v-6","v-19",0.1034
"v-6","v-20",0.1014
"v-7","v-2",0.1004
"v-7","v-3",0.1003
"v-7","v-8",0.1008
"v-7","v-10",0.1026
"v-7","v-11",0.1048
"v-7","v-12",0.1029
"v-7","v-15",0.1002
"v-7","v-16",0.1014
"v-7","v-17",0.1033
"v-7","v-18",0.1051
"v-7","v-19",0.1007
"v-7","v-20",0.1006
"v-8","v-1",0.1002
"v-8","v-2",0.1016
"v-8","v-4",0.1009
"v-8","v-6",0.1071
"v-8","v-7",0.1008
"v-8","v-9",0.1015
"v-8","v-11",0.1055
"v-8","v-12",0.103
"v-8","v-13",0.1025
"v-8","v-14",0.1039
"v-8","v-16",0.1036
"v-8","v-17",0.103
"v-8","v-18",0.1017
"v-8","v-19",0.1034
"v-8","v-20",0.1074
"v-9","v-2",0.1002
"v-9","v-3",0.1053
"v-9","v-4",0.1012
"v-9","v-5",0.1036
"v-9","v-6",0.1017
"v-9","v-8",0.1015
"v-9","v-10",0.1002
"v-9","v-11",0.1034
"v-9","v-12",0.1051
"v-9","v-14",0.1002
"v-9","v-16",0.1013
"v-9","v-17",0.1045
"v-9","v-18",0.1011
"v-9","v-19",0.1026
"v-9","v-20",0.1045
"v-10","v-2",0.1003
"v-10","v-4",0.1018
"v-10","v-7",0.1026
"v-10","v-9",0.1002
"v-10","v-13",0.1027
"v-10","v-15",0.1001
"v-10","v-16",0.1057
"v-10","v-18",0.1016
"v-10","v-19",0.1044
"v-10","v-20",0.1024
"v-11","v-2",0.1034
"v-11","v-3",0.1027
"v-11","v-4",0.1018
"v-11","v-5",0.1
"v-11","v-7",0.1048
"v-11","v-8",0.1055
"v-11","v-9",0.1034
"v-11","v-13",0.1047
"v-11","v-14",0.1001
"v-11","v-16",0.1022
"v-11","v-18",0.1002
"v-11","v-20",0.1029
"v-12","v-1",0.1
"v-12","v-3",0.1007
"v-12","v-5",0.1042
"v-12","v-7",0.1029
"v-12","v-8",0.103
"v-12","v-9",0.1051
"v-12","v-13",0.1057
"v-12","v-16",0.1004
"v-12","v-17",0.1033
"v-12","v-18",0.1013
"v-12","v-19",0.1055
"v-13","v-1",0.1015
"v-13","v-2",0.1021
"v-13","v-4",0.1022
"v-13","v-6",0.1047
"v-13","v-8",0.1025
"v-13","v-10",0.1027
"v-13","v-11",0.1047
"v-13","v-12",0.1057
"v-13","v-16",0.1051
"v-13","v-17",0.1051
"v-13","v-18",0.1004
"v-13","v-19",0.1031
"v-13","v-20",0.1008
"v-14","v-1",0.1003
"v-14","v-2",0.1027
"v-14","v-4",0.1057
"v-14","v-5",0.1001
"v-14","v-6",0.1011
"v-14","v-8",0.1039
"v-14","v-9",0.1002
"v-14","v-11",0.1001
"v-14","v-16",0.103
"v-14","v-17",0.1021
"v-14","v-19",0.1021
"v-14","v-20",0.1
"v-15","v-1",0.1062
"v-15","v-2",0.1017
"v-15","v-6",0.1026
"v-15","v-7",0.1002
"v-15","v-10",0.1001
"v-15","v-16",0.1009
"v-15","v-17",0.1084
"v-15","v-18",0.1051
"v-15","v-20",0.1027
"v-16","v-1",0.1011
"v-16","v-2",0.101
"v-16","v-3",0.1024
"v-16","v-4",0.1004
"v-16","v-5",0.1058
"v-16","v-6",0.1041
"v-16","v-7",0.1014
"v-16","v-8",0.1036
"v-16","v-9",0.1013
"v-16","v-10",0.1057
"v-16","v-11",0.1022
"v-16","v-12",0.1004
"v-16","v-13",0.1051
"v-16","v-14",0.103
"v-16","v-15",0.1009
"v-16","v-18",0.1065
"v-16","v-19",0.1067
"v-16","v-20",0.1023
"v-17","v-1",0.1
"v-17","v-2",0.1002
"v-17","v-3",0.1017
"v-17","v-6",0.1035
"v-17","v-7",0.1033
"v-17","v-8",0.103
"v-17","v-9",0.1045
"v-17","v-12",0.1033
"v-17","v-13",0.1051
"v-17","v-14",0.1021
"v-17","v-15",0.1084
"v-17","v-18",0.1024
"v-17","v-19",0.1016
"v-17","v-20",0.1085
"v-18","v-1",0.1058
"v-18","v-2",0.102
"v-18","v-4",0.1018
"v-18","v-6",0.1019
"v-18","v-7",0.1051
"v-18","v-8",0.1017
"v-18","v-9",0.1011
"v-18","v-10",0.1016
"v-18","v-11",0.1002
"v-18","v-12",0.1013
"v-18","v-13",0.1004
"v-18","v-15",0.1051
"v-18","v-16",0.1065
"v-18","v-17",0.1024
"v-18","v-19",0.1017
"v-18","v-20",0.1057
"v-19","v-1",0.106
"v-19","v-2",0.1036
"v-19","v-5",0.107
"v-19","v-6",0.1034
"v-19","v-7",0.1007
"v-19","v-8",0.1034
"v-19","v-9",0.1026
"v-19","v-10",0.1044
"v-19","v-12",0.1055
"v-19","v-13",0.1031
"v-19","v-14",0.1021
"v-19","v-16",0.1067
"v-19","v-17",0.1016
"v-19","v-18",0.1017
"v-19","v-20",0.1047
"v-20","v-1",0.102
"v-20","v-2",0.1
"v-20","v-3",0.1037
"v-20","v-4",0.1015
"v-20","v-6",0.1014
"v-20","v-7",0.1006
"v-20","v-8",0.1074
"v-20","v-9",0.1045
"v-20","v-10",0.1024
"v-20","v-11",0.1029
"v-20","v-13",0.1008
"v-20","v-14",0.1
"v-20","v-15",0.1027
"v-20","v-16",0.1023
"v-20","v-17",0.1085
"v-20","v-18",0.1057
"v-20","v-19",0.1047
