"Source","Target","Weight"
"v-1","v-4",0.106
"v-1","v-6",0.1043
"v-1","v-7",0.1035
"v-1","v-8",0.1003
"v-1","v-9",0.1
"v-1","v-10",0.1009
"v-1","v-12",0.1031
"v-1","v-13",0.1036
"v-1","v-15",0.1047
"v-1","v-16",0.1017
"v-1","v-17",0.1015
"v-1","v-18",0.1048
"v-2","v-4",0.1013
"v-2","v-5",0.1039
"v-2","v-6",0.1072
"v-2","v-7",0.1016
"v-2","v-8",0.1044
"v-2","v-9",0.1032
"v-2","v-10",0.1026
"v-2","v-11",0.1023
"v-2","v-12",0.1054
"v-2","v-13",0.1004
"v-2","v-14",0.105
"v-2","v-15",0.1002
"v-2","v-16",0.1044
"v-2","v-17",0.1022
"v-2","v-18",0.1038
"v-2","v-19",0.1029
"v-2","v-20",0.1001
"v-3","v-4",0.1056
"v-3","v-6",0.1053
"v-3","v-7",0.101
"v-3","v-9",0.1068
"v-3","v-10",0.1006
"v-3","v-13",0.1011
"v-3","v-15",0.1012
"v-3","v-16",0.1017
"v-3","v-17",0.1074
"v-3","v-18",0.1025
"v-3","v-19",0.105
"v-3","v-20",0.1029
"v-4","v-1",0.106
"v-4","v-2",0.1013
"v-4","v-3",0.1056
"v-4","v-5",0.1014
"v-4","v-6",0.1039
"v-4","v-9",0.1022
"v-4","v-11",0.1046
"v-4","v-12",0.1073
"v-4","v-14",0.1065
"v-4","v-17",0.1054
"v-4","v-18",0.1021
"v-4","v-19",0.1025
"v-4","v-20",0.1011
"v-5","v-2",0.1039
"v-5","v-4",0.1014
"v-5","v-6",0.1039
"v-5","v-7",0.1008
"v-5","v-8",0.1029
"v-5","v-9",0.1016
"v-5","v-10",0.102
"v-5","v-11",0.1028
"v-5","v-12",0.1032
"v-5","v-13",0.1015
"v-5","v-15",0.1009
"v-5","v-16",0.1017
"v-5","v-17",0.1016
"v-5","v-18",0.1048
"v-5","v-19",0.1056
"v-6","v-1",0.1043
"v-6","v-2",0.1072
"v-6","v-3",0.1053
"v-6","v-4",0.1039
"v-6","v-5",0.1039
"v-6","v-8",0.1021
"v-6","v-9",0.1035
"v-6","v-10",0.1024
"v-6","v-11",0.1032
"v-6","v-12",0.1059
"v-6","v-13",0.1039
"v-6","v-15",0.1016
"v-6","v-18",0.1051
"v-6","v-19",0.1066
"v-7","v-1",0.1035
"v-7","v-2",0.1016
"v-7","v-3",0.101
"v-7","v-5",0.1008
"v-7","v-8",0.1024
"v-7","v-9",0.105
"v-7","v-11",0.1067
"v-7","v-13",0.1066
"v-7","v-14",0.1043
"v-7","v-15",0.1023
"v-7","v-16",0.1027
"v-7","v-17",0.1054
"v-7","v-18",0.1046
"v-7","v-19",0.1044
"v-8","v-1",0.1003
"v-8","v-2",0.1044
"v-8","v-5",0.1029
"v-8","v-6",0.1021
"v-8","v-7",0.1024
