"Id","Thresh1","Thresh2","ThreshRatio"
"v-1",101.40401944298,100.288965453505,0.011057056351518
"v-2",104.378697447473,95.3845267069823,0.0901092357377823
"v-3",90.6357332380827,108.042442126435,-0.175675590686485
"v-4",107.475792410883,92.1140390048573,0.154238271497464
"v-5",91.6392429422222,108.295582139192,-0.16700476403386
"v-6",105.321224290359,94.293908051814,0.110598373272634
"v-7",100.145488967315,101.439185953762,-0.0128354474182825
"v-8",104.779509378198,94.5908633294721,0.10229734231719
"v-9",98.9084720927278,101.679639586024,-0.0276321841017713
"v-10",94.313994439431,105.616535501992,-0.113185363190817
"v-11",90.6488234295257,110.190543809641,-0.19521812583658
"v-12",103.445323667071,94.1973518430494,0.0936511302539558
"v-13",92.0150734830451,108.261972612636,-0.162601556433731
"v-14",100.008060981097,102.032051021487,-0.02003619707631
"v-15",91.1128702467559,107.637946196679,-0.166674175056223
"v-16",92.6407026716017,106.101218914647,-0.135664935144947
"v-17",99.5921180630174,102.143609693434,-0.0252967356939213
"v-18",92.7737961200784,105.876828406578,-0.132112191784012
"v-19",94.609027719322,103.47486364749,-0.0895758179586345
"v-20",105.167530493796,92.8746347431315,0.124304036915563
"v-21",99.2470084673626,101.435918912016,-0.0218154806077616
"v-22",92.662961889659,105.753160341257,-0.132138857888218
"v-23",88.9335513800389,110.494841311626,-0.217079357735483
"v-24",107.707341287355,93.2947057590868,0.143654384099581
"v-25",97.7849898617921,102.026440254796,-0.0424609105112736
"v-26",106.773187680821,94.7953886950287,0.118986077709251
"v-27",96.1476699077931,104.772702736281,-0.0859080300722291
"v-28",105.790615250974,95.1654330373607,0.105845035243967
"v-29",106.127265672131,96.3249154771087,0.0969119804575214
"v-30",103.5878642792,97.4541177642814,0.0610385025918109
"v-31",107.944999497995,93.4278904354012,0.144431920040261
"v-32",92.7083462944472,106.283686727568,-0.136653305050229
"v-33",102.946184130357,94.5427515018503,0.0851542384718576
"v-34",104.620737678786,96.0109897490543,0.0858791274793255
"v-35",92.4693114684056,106.963934039318,-0.145614891027503
"v-36",95.2623209011934,104.777498938959,-0.0952046851188806
"v-37",105.164379768694,93.9440078981704,0.112825703476689
"v-38",103.006894275679,98.0710529101428,0.0491036750460874
"v-39",88.9989168688957,111.496540178448,-0.22536936098336
"v-40",93.419421004206,104.938604090133,-0.116276198905808
"v-41",101.132169871712,100.759368134395,0.00369309347699343
"v-42",101.160145200345,100.235425964027,0.00918317845308923
"v-43",107.209508853154,93.1506054106513,0.140567350355621
"v-44",95.5359772641088,105.72071048904,-0.101297908370347
"v-45",92.7769944054069,105.764806817317,-0.131019121365478
"v-46",99.927637468621,99.1618411723762,0.00769302404414094
"v-47",98.9038327420777,101.273204587164,-0.0236738692470961
"v-48",101.47011780447,98.7067029188861,0.0276114930896653
"v-49",102.245560430527,94.9893202752328,0.0736129080822358
"v-50",107.767996920237,92.5023649806283,0.152746528268868
"v-51",91.6824884273275,109.773060721677,-0.180083755223919
"v-52",101.946514892175,99.0383345063498,0.0289413195340848
"v-53",97.3281717075479,104.275015802963,-0.0689433098417285
"v-54",94.0608071837157,106.193733878261,-0.121323645974251
"v-55",99.5859041541081,96.0178842411628,0.0364861617218501
"v-56",104.743258444947,94.481263784781,0.103110650195839
"v-57",99.8994524332546,102.519006241609,-0.025884003645569
"v-58",103.696014641017,95.3176744897939,0.0842484278199892
"v-59",96.6119345944999,103.072168908943,-0.0647271317804226
"v-60",104.92454951985,94.6809535930525,0.102728659514059
"v-61",106.909974733235,92.888477521563,0.140587515545541
"v-62",93.7010178965588,104.51424870096,-0.109214360772786
"v-63",110.120585860713,88.9539529329764,0.213457147394937
"v-64",109.864257601216,91.2554044866184,0.185583363994051
"v-65",104.554388276313,92.9143555603759,0.118029237081725
"v-66",92.0601169249624,107.298433316221,-0.153172240079401
"v-67",105.273626426506,94.467648559443,0.108305493881979
"v-68",95.2057502042254,103.122309428285,-0.0798754126439779
"v-69",100.139974479575,100.690638788739,-0.00548388196611155
"v-70",100.131804817359,101.852827653233,-0.0170415389070776
