"Id","Thresh1","Thresh2","ThreshRatio"
"v-1",9.33610190690626,10.5100647029535,-0.118444530789716
"v-2",10.1849927238192,9.97687869259866,0.0206450501245701
"v-3",9.76711827592044,10.3012630706202,-0.0532450497917031
"v-4",10.446886939812,9.66583579488432,0.0777064481622795
"v-5",9.03651325452035,11.0482908793827,-0.201002346383436
"v-6",9.59402557495489,10.4820992695908,-0.088528402016782
"v-7",9.86737852253878,10.2093293164814,-0.0340677235196959
"v-8",9.80646991112443,10.1354144525709,-0.0329933094103963
"v-9",9.86441107302162,10.2496849741537,-0.038313531819993
"v-10",9.44220681986284,10.9372758887025,-0.146987035170785
"v-11",10.0404773411471,9.93975267174929,0.0100825188312215
"v-12",9.88868170575384,10.1835486761733,-0.0293827022494056
"v-13",9.82998498459404,10.1060256236867,-0.0276944357092766
"v-14",10.0121785835641,9.95628829768232,0.00559786909660098
"v-15",9.93418614769931,10.1773237368383,-0.0241801273861705
"v-16",9.80922448278845,10.142724397514,-0.0334334236212119
"v-17",9.70542916530763,10.1191024302117,-0.0417395305640204
"v-18",9.77601091957867,10.2030586373292,-0.0427560223373125
"v-19",9.41227518137046,10.3590705470894,-0.0958478095473493
"v-20",9.92843270224367,9.87025086560259,0.0058773608785319
