"Source","Target","Weight"
"v-1","v-2",0.10252
"v-1","v-3",0.10462
"v-1","v-5",0.10388
"v-1","v-8",0.10262
"v-1","v-9",0.10602
"v-1","v-11",0.10274
"v-1","v-12",0.10292
"v-1","v-15",0.10406
"v-1","v-16",0.10426
"v-1","v-19",0.10574
"v-2","v-4",0.10424
"v-2","v-5",0.10272
"v-2","v-6",0.104
"v-2","v-7",0.10252
"v-2","v-8",0.10422
"v-2","v-11",0.10294
"v-2","v-13",0.1052
"v-3","v-4",0.10288
"v-3","v-5",0.10362
"v-3","v-7",0.1047
"v-3","v-8",0.10368
"v-3","v-13",0.10376
"v-3","v-15",0.10486
"v-3","v-17",0.1031
"v-3","v-18",0.1035
"v-3","v-19",0.10416
"v-3","v-20",0.10308
"v-4","v-6",0.10404
"v-4","v-7",0.10394
"v-4","v-8",0.10328
"v-4","v-9",0.10258
"v-4","v-10",0.1045
"v-4","v-14",0.10266
"v-4","v-17",0.10244
"v-4","v-18",0.10278
"v-4","v-20",0.10258
"v-5","v-7",0.10508
"v-5","v-9",0.10262
"v-5","v-10",0.10352
"v-5","v-12",0.10266
"v-5","v-13",0.10306
"v-5","v-14",0.10498
"v-5","v-16",0.10296
"v-5","v-17",0.10302
"v-5","v-18",0.103
"v-5","v-19",0.10364
"v-6","v-8",0.10432
"v-6","v-11",0.10428
"v-6","v-14",0.10688
"v-6","v-16",0.10342
"v-6","v-17",0.1043
"v-6","v-18",0.10252
"v-6","v-19",0.10246
"v-6","v-20",0.10326
"v-7","v-8",0.10476
"v-7","v-9",0.10512
"v-7","v-12",0.10296
"v-7","v-13",0.10348
"v-7","v-14",0.10276
"v-7","v-16",0.10362
"v-7","v-17",0.10282
"v-8","v-9",0.10296
"v-8","v-12",0.10638
"v-8","v-16",0.1035
"v-8","v-18",0.10312
"v-8","v-19",0.10428
"v-8","v-20",0.1044
"v-9","v-10",0.1043
"v-9","v-11",0.10442
"v-9","v-13",0.10258
"v-9","v-16",0.10272
"v-9","v-17",0.10312
"v-9","v-18",0.10396
"v-10","v-12",0.10446
"v-10","v-13",0.104
"v-10","v-14",0.1031
"v-10","v-17",0.10332
"v-11","v-12",0.10438
"v-11","v-15",0.10296
"v-11","v-16",0.10294
"v-11","v-17",0.10394
"v-11","v-18",0.1036
"v-11","v-20",0.10296
"v-12","v-15",0.1031
"v-12","v-18",0.10478
"v-12","v-19",0.10426
"v-13","v-17",0.10276
"v-13","v-19",0.10244
"v-13","v-20",0.10394
"v-14","v-16",0.10334
"v-15","v-16",0.10326
"v-15","v-17",0.10312
"v-15","v-18",0.10288
"v-15","v-20",0.10498
"v-16","v-17",0.10286
"v-16","v-18",0.10304
"v-16","v-20",0.10386
"v-17","v-19",0.10302
"v-17","v-20",0.1034
"v-19","v-20",0.10274
