"Thresh1","Thresh2","n","sim","chunk","Id","ThreshBias","ThreshBiasBounded"
67.6000000000019,32.3999999999997,30,1,1,"v-1",35.2000000000021,35.2000000000021
89.9000000000003,10.0999999999999,30,1,1,"v-2",79.8000000000004,79.8000000000004
81.8000000000004,18.2000000000001,30,1,1,"v-3",63.6000000000003,63.6000000000003
97.7999999999998,2.2,30,1,1,"v-4",95.5999999999998,95.5999999999998
33.7999999999996,66.2000000000004,30,1,1,"v-5",-32.4000000000008,-32.4000000000008
2.59999999999996,97.4,30,1,1,"v-6",-94.8,-94.8
71.6000000000001,28.3999999999997,30,1,1,"v-7",43.2000000000005,43.2000000000005
22.3999999999993,77.5999999999992,30,1,1,"v-8",-55.1999999999999,-55.1999999999999
99.3,0.7,30,1,1,"v-9",98.6,98.6
29.6999999999998,70.2999999999994,30,1,1,"v-10",-40.5999999999996,-40.5999999999996
13.2999999999999,86.7000000000004,30,1,1,"v-11",-73.4000000000006,-73.4000000000006
4.1,95.9000000000003,30,1,1,"v-12",-91.8000000000003,-91.8000000000003
76.6000000000008,23.4000000000001,30,1,1,"v-13",53.2000000000007,53.2000000000007
2.1,97.9000000000001,30,1,1,"v-14",-95.8000000000001,-95.8000000000001
25.5999999999999,74.4000000000003,30,1,1,"v-15",-48.8000000000004,-48.8000000000004
73.3999999999992,26.5999999999995,30,1,1,"v-16",46.7999999999998,46.7999999999998
11.7999999999987,88.2000000000001,30,1,1,"v-17",-76.4000000000014,-76.4000000000014
73.4000000000004,26.6000000000001,30,1,1,"v-18",46.8000000000003,46.8000000000003
70.2999999999994,29.6999999999992,30,1,1,"v-19",40.6000000000002,40.6000000000002
1.3,98.7000000000001,30,1,1,"v-20",-97.4000000000001,-97.4000000000001
33.2999999999998,66.6999999999996,30,1,1,"v-21",-33.3999999999998,-33.3999999999998
1,99,30,1,1,"v-22",-98,-98
51.1999999999998,48.8,30,1,1,"v-23",2.39999999999975,2.39999999999975
90.4999999999999,9.50000000000001,30,1,1,"v-24",80.9999999999999,80.9999999999999
12.5999999999999,87.3999999999997,30,1,1,"v-25",-74.7999999999999,-74.7999999999999
17.2999999999996,82.699999999999,30,1,1,"v-26",-65.3999999999994,-65.3999999999994
42.3999999999999,57.5999999999996,30,1,1,"v-27",-15.1999999999997,-15.1999999999997
80.1999999999998,19.7999999999997,30,1,1,"v-28",60.4000000000001,60.4000000000001
40.4999999999998,59.4999999999993,30,1,1,"v-29",-18.9999999999995,-18.9999999999995
91.6000000000001,8.40000000000006,30,1,1,"v-30",83.2,83.2
100,0,30,0,0,"Max",100,100
0,100,30,0,0,"Min",-100,-100
