"Thresh1","Thresh2","n","sim","chunk","Id","ThreshBias","ThreshBiasBounded"
52,48,25,1,1,"v-1",4.00000000000006,4.00000000000006
71.3000000000002,28.6999999999996,25,1,1,"v-2",42.6000000000006,42.6000000000006
53.3000000000003,46.6999999999996,25,1,1,"v-3",6.60000000000068,6.60000000000068
58.9999999999995,40.9999999999998,25,1,1,"v-4",17.9999999999997,17.9999999999997
45.4999999999998,54.5000000000002,25,1,1,"v-5",-9.00000000000038,-9.00000000000038
54.7,45.3,25,1,1,"v-6",9.39999999999999,9.39999999999999
33.5999999999995,66.4000000000005,25,1,1,"v-7",-32.800000000001,-32.800000000001
49.4,50.6000000000002,25,1,1,"v-8",-1.20000000000014,-1.20000000000014
60.2999999999996,39.7000000000004,25,1,1,"v-9",20.5999999999993,20.5999999999993
40.7000000000001,59.2999999999998,25,1,1,"v-10",-18.5999999999997,-18.5999999999997
64.0000000000003,35.9999999999996,25,1,1,"v-11",28.0000000000007,28.0000000000007
41.6999999999998,58.2999999999999,25,1,1,"v-12",-16.6000000000001,-16.6000000000001
71.3999999999994,28.5999999999998,25,1,1,"v-13",42.7999999999996,42.7999999999996
53.9000000000002,46.0999999999998,25,1,1,"v-14",7.80000000000042,7.80000000000042
54.5999999999999,45.4000000000002,25,1,1,"v-15",9.19999999999966,9.19999999999966
49.7000000000003,50.2999999999997,25,1,1,"v-16",-0.599999999999497,-0.599999999999497
52.5,47.4999999999999,25,1,1,"v-17",5.00000000000011,5.00000000000011
56.0000000000001,43.9999999999998,25,1,1,"v-18",12.0000000000003,12.0000000000003
35.6999999999996,64.3000000000003,25,1,1,"v-19",-28.6000000000007,-28.6000000000007
51.9000000000001,48.0999999999996,25,1,1,"v-20",3.80000000000053,3.80000000000053
48.6999999999999,51.3000000000001,25,1,1,"v-21",-2.60000000000019,-2.60000000000019
48.5999999999999,51.4000000000001,25,1,1,"v-22",-2.80000000000011,-2.80000000000011
36.1999999999998,63.8000000000001,25,1,1,"v-23",-27.6000000000002,-27.6000000000002
53.0000000000001,47,25,1,1,"v-24",6.00000000000011,6.00000000000011
31.9999999999994,68.0000000000003,25,1,1,"v-25",-36.000000000001,-36.000000000001
NA,NA,NA,NA,NA,"Max",100,100
NA,NA,NA,NA,NA,"Min",-100,-100
